year_group,sow_set,id,term,week,dates,cycle,unit,unitName,lessonNo,lessonName,type,obj,alert
Year 13 FM,FM FP1/FP2,y13_fmfp12_072,Michaelmas,M14B,30 Nov-4 Dec 2026,B,9,FP2.5 First-Order Differential Equations,2/8,FP2.5.1 Solving First-Order Differential Equations with Separable Variables,core,Differentiation Scaffolding: Scaffold separation of variables using clear mapping between algebraic rearrangement and integration. Model solution interpretation in context and link to slope fields conceptually. SEND/EAL Support Provide fill-in rearrangement templates and dual-coded reminders for solver notation. Stretch & Challenge Include modelling conte...,
Year 13 FM,FM FP1/FP2,y13_fmfp12_073,Michaelmas,M14B,30 Nov-4 Dec 2026,B,9,FP2.5 First-Order Differential Equations,3/8,FP2.5 First-Order Differential Equations teaching and practice,core,Differentiation Scaffolding: Scaffold separation of variables using clear mapping between algebraic rearrangement and integration. Model solution interpretation in context and link to slope fields conceptually. SEND/EAL Support Provide fill-in rearrangement templates and dual-coded reminders for solver notation. Stretch & Challenge Include modelling conte...,
Year 13 FM,FM FP1/FP2,y13_fmfp12_074,Michaelmas,M15A,7-11 Dec 2026,A,9,FP2.5 First-Order Differential Equations,4/8,FP2.5.2 First-Order Linear Differential Equations of the Form dy/dx + Py = Q Where P and Q are Functions of x,core,Differentiation Scaffolding: Scaffold separation of variables using clear mapping between algebraic rearrangement and integration. Model solution interpretation in context and link to slope fields conceptually. SEND/EAL Support Provide fill-in rearrangement templates and dual-coded reminders for solver notation. Stretch & Challenge Include modelling conte...,National holidays Mon 7 Dec and Thu 10 Dec. Sixth Form and IGCSE Options Fair Tue 8 Dec.
Year 13 FM,FM FP1/FP2,y13_fmfp12_075,Michaelmas,M15A,7-11 Dec 2026,A,9,FP2.5 First-Order Differential Equations,5/8,FP2.5 First-Order Differential Equations teaching and practice,core,Differentiation Scaffolding: Scaffold separation of variables using clear mapping between algebraic rearrangement and integration. Model solution interpretation in context and link to slope fields conceptually. SEND/EAL Support Provide fill-in rearrangement templates and dual-coded reminders for solver notation. Stretch & Challenge Include modelling conte...,
Year 13 FM,FM FP1/FP2,y13_fmfp12_076,Michaelmas,M15A,7-11 Dec 2026,A,9,FP2.5 First-Order Differential Equations,6/8,FP2.5.3 Reducible First-Order Differential Equations,core,Differentiation Scaffolding: Scaffold separation of variables using clear mapping between algebraic rearrangement and integration. Model solution interpretation in context and link to slope fields conceptually. SEND/EAL Support Provide fill-in rearrangement templates and dual-coded reminders for solver notation. Stretch & Challenge Include modelling conte...,
Year 13 FM,FM FP1/FP2,y13_fmfp12_077,Michaelmas,M16B,14-16 Dec 2026,B,9,FP2.5 First-Order Differential Equations,7/8,FP2.5 First-Order Differential Equations teaching and practice,core,Differentiation Scaffolding: Scaffold separation of variables using clear mapping between algebraic rearrangement and integration. Model solution interpretation in context and link to slope fields conceptually. SEND/EAL Support Provide fill-in rearrangement templates and dual-coded reminders for solver notation. Stretch & Challenge Include modelling conte...,Final partial week of Michaelmas. No new heavy content.
Year 13 FM,FM FP1/FP2,y13_fmfp12_078,Michaelmas,M16B,14-16 Dec 2026,B,9,FP2.5 First-Order Differential Equations,★,Unit Test 9: FP2.5 First-Order Differential Equations,assessment,End-of-unit assessment. Use outcomes to identify gaps and set targeted practice before the next block.,
Year 13 FM,FM FP1/FP2,y13_fmfp12_079,Michaelmas,M16B,14-16 Dec 2026,B,0,Cumulative review,3/3,Pre-break consolidation and retrieval practice,cse,Use mixed questions from the previous unit. Do not start the next unit before the break.,
Year 13 FM,FM FP1/FP2,y13_fmfp12_080,Lent,L1A,7-8 Jan 2027,A,10,FP2.6 Second-Order Differential Equations & FP2.7 Maclaurin and Taylor Series,1/16,FP2.6.1 Second-Order Homogeneous Differential Equations,core,Differentiation Scaffolding: Build solution structure understanding using characteristic equations step-by-step before more complex combinations. Scaffold derivation of series terms linking derivatives to general term structure gradually. SEND/EAL Support Provide dual-coded format reminders for complementary solutions and structured term-building template...,Term restart after INSET on Wed 6 Jan. Partial week.
Year 13 FM,FM FP1/FP2,y13_fmfp12_081,Lent,L1A,7-8 Jan 2027,A,10,FP2.6 Second-Order Differential Equations & FP2.7 Maclaurin and Taylor Series,2/16,FP2.6 Second-Order Differential Equations FP2.7 Maclaurin and Taylor Series teaching and practice,core,Differentiation Scaffolding: Build solution structure understanding using characteristic equations step-by-step before more complex combinations. Scaffold derivation of series terms linking derivatives to general term structure gradually. SEND/EAL Support Provide dual-coded format reminders for complementary solutions and structured term-building template...,
Year 13 FM,FM FP1/FP2,y13_fmfp12_082,Lent,L2B,11-15 Jan 2027,B,0,MOCK WEEK,★,Mock Exam,assessment,No regular teaching. Use mock outcomes for targeted reteaching from L3A.,Year 12 and Year 13 mock week. No regular teaching.
Year 13 FM,FM FP1/FP2,y13_fmfp12_083,Lent,L3A,18-22 Jan 2027,A,10,FP2.6 Second-Order Differential Equations & FP2.7 Maclaurin and Taylor Series,3/16,FP2.6.2 Second-Order Non-Homogeneous Differential Equations,core,Differentiation Scaffolding: Build solution structure understanding using characteristic equations step-by-step before more complex combinations. Scaffold derivation of series terms linking derivatives to general term structure gradually. SEND/EAL Support Provide dual-coded format reminders for complementary solutions and structured term-building template...,Mock review and targeted reteaching. Year 12 and 13 mock results report opens.
Year 13 FM,FM FP1/FP2,y13_fmfp12_084,Lent,L3A,18-22 Jan 2027,A,10,FP2.6 Second-Order Differential Equations & FP2.7 Maclaurin and Taylor Series,4/16,FP2.6 Second-Order Differential Equations FP2.7 Maclaurin and Taylor Series teaching and practice,core,Differentiation Scaffolding: Build solution structure understanding using characteristic equations step-by-step before more complex combinations. Scaffold derivation of series terms linking derivatives to general term structure gradually. SEND/EAL Support Provide dual-coded format reminders for complementary solutions and structured term-building template...,
Year 13 FM,FM FP1/FP2,y13_fmfp12_085,Lent,L3A,18-22 Jan 2027,A,10,FP2.6 Second-Order Differential Equations & FP2.7 Maclaurin and Taylor Series,5/16,FP2.6.3 Using Boundary Conditions,core,Differentiation Scaffolding: Build solution structure understanding using characteristic equations step-by-step before more complex combinations. Scaffold derivation of series terms linking derivatives to general term structure gradually. SEND/EAL Support Provide dual-coded format reminders for complementary solutions and structured term-building template...,
Year 13 FM,FM FP1/FP2,y13_fmfp12_086,Lent,L3A,18-22 Jan 2027,A,10,FP2.6 Second-Order Differential Equations & FP2.7 Maclaurin and Taylor Series,6/16,FP2.6.4 Reducible Second-Order Differential Equations,core,Differentiation Scaffolding: Build solution structure understanding using characteristic equations step-by-step before more complex combinations. Scaffold derivation of series terms linking derivatives to general term structure gradually. SEND/EAL Support Provide dual-coded format reminders for complementary solutions and structured term-building template...,
Year 13 FM,FM FP1/FP2,y13_fmfp12_087,Lent,L3A,18-22 Jan 2027,A,10,FP2.6 Second-Order Differential Equations & FP2.7 Maclaurin and Taylor Series,7/16,FP2.6 Second-Order Differential Equations FP2.7 Maclaurin and Taylor Series teaching and practice,core,Differentiation Scaffolding: Build solution structure understanding using characteristic equations step-by-step before more complex combinations. Scaffold derivation of series terms linking derivatives to general term structure gradually. SEND/EAL Support Provide dual-coded format reminders for complementary solutions and structured term-building template...,
Year 13 FM,FM FP1/FP2,y13_fmfp12_088,Lent,L3A,18-22 Jan 2027,A,10,FP2.6 Second-Order Differential Equations & FP2.7 Maclaurin and Taylor Series,8/16,FP2.7.1 Higher Derivatives,core,Differentiation Scaffolding: Build solution structure understanding using characteristic equations step-by-step before more complex combinations. Scaffold derivation of series terms linking derivatives to general term structure gradually. SEND/EAL Support Provide dual-coded format reminders for complementary solutions and structured term-building template...,
Year 13 FM,FM FP1/FP2,y13_fmfp12_089,Lent,L4B,25-29 Jan 2027,B,10,FP2.6 Second-Order Differential Equations & FP2.7 Maclaurin and Taylor Series,9/16,FP2.6 Second-Order Differential Equations FP2.7 Maclaurin and Taylor Series teaching and practice,core,Differentiation Scaffolding: Build solution structure understanding using characteristic equations step-by-step before more complex combinations. Scaffold derivation of series terms linking derivatives to general term structure gradually. SEND/EAL Support Provide dual-coded format reminders for complementary solutions and structured term-building template...,Mock marking/standardisation and report checking window.
Year 13 FM,FM FP1/FP2,y13_fmfp12_090,Lent,L4B,25-29 Jan 2027,B,10,FP2.6 Second-Order Differential Equations & FP2.7 Maclaurin and Taylor Series,10/16,FP2.7.2 Maclaurin Series,core,Differentiation Scaffolding: Build solution structure understanding using characteristic equations step-by-step before more complex combinations. Scaffold derivation of series terms linking derivatives to general term structure gradually. SEND/EAL Support Provide dual-coded format reminders for complementary solutions and structured term-building template...,
Year 13 FM,FM FP1/FP2,y13_fmfp12_091,Lent,L4B,25-29 Jan 2027,B,10,FP2.6 Second-Order Differential Equations & FP2.7 Maclaurin and Taylor Series,11/16,FP2.7.3 Series Expansions of Compound Functions,core,Differentiation Scaffolding: Build solution structure understanding using characteristic equations step-by-step before more complex combinations. Scaffold derivation of series terms linking derivatives to general term structure gradually. SEND/EAL Support Provide dual-coded format reminders for complementary solutions and structured term-building template...,
Year 13 FM,FM FP1/FP2,y13_fmfp12_092,Lent,L4B,25-29 Jan 2027,B,10,FP2.6 Second-Order Differential Equations & FP2.7 Maclaurin and Taylor Series,12/16,FP2.6 Second-Order Differential Equations FP2.7 Maclaurin and Taylor Series teaching and practice,core,Differentiation Scaffolding: Build solution structure understanding using characteristic equations step-by-step before more complex combinations. Scaffold derivation of series terms linking derivatives to general term structure gradually. SEND/EAL Support Provide dual-coded format reminders for complementary solutions and structured term-building template...,
Year 13 FM,FM FP1/FP2,y13_fmfp12_093,Lent,L4B,25-29 Jan 2027,B,10,FP2.6 Second-Order Differential Equations & FP2.7 Maclaurin and Taylor Series,13/16,FP2.7.4 Taylor Series,core,Differentiation Scaffolding: Build solution structure understanding using characteristic equations step-by-step before more complex combinations. Scaffold derivation of series terms linking derivatives to general term structure gradually. SEND/EAL Support Provide dual-coded format reminders for complementary solutions and structured term-building template...,
Year 13 FM,FM FP1/FP2,y13_fmfp12_094,Lent,L5A,1-5 Feb 2027,A,10,FP2.6 Second-Order Differential Equations & FP2.7 Maclaurin and Taylor Series,14/16,FP2.6 Second-Order Differential Equations FP2.7 Maclaurin and Taylor Series teaching and practice,core,Differentiation Scaffolding: Build solution structure understanding using characteristic equations step-by-step before more complex combinations. Scaffold derivation of series terms linking derivatives to general term structure gradually. SEND/EAL Support Provide dual-coded format reminders for complementary solutions and structured term-building template...,Power BI and report completion window. Use for consolidation where needed.
Year 13 FM,FM FP1/FP2,y13_fmfp12_095,Lent,L5A,1-5 Feb 2027,A,10,FP2.6 Second-Order Differential Equations & FP2.7 Maclaurin and Taylor Series,15/16,FP2.7.5 Series Solutions of Differential Equations,core,Differentiation Scaffolding: Build solution structure understanding using characteristic equations step-by-step before more complex combinations. Scaffold derivation of series terms linking derivatives to general term structure gradually. SEND/EAL Support Provide dual-coded format reminders for complementary solutions and structured term-building template...,
Year 13 FM,FM FP1/FP2,y13_fmfp12_096,Lent,L5A,1-5 Feb 2027,A,10,FP2.6 Second-Order Differential Equations & FP2.7 Maclaurin and Taylor Series,★,Unit Test 10: FP2.6 Second-Order Differential Equations FP2.7 Maclaurin and Taylor Series,assessment,End-of-unit assessment. Use outcomes to identify gaps and set targeted practice before the next block.,
Year 13 FM,FM FP1/FP2,y13_fmfp12_097,Lent,L5A,1-5 Feb 2027,A,11,FP2.8 Polar Coordinates,1/8,FP2.8.1 Polar Coordinates and Equations,core,"Differentiation Scaffolding: Model polar-Cartesian conversion using guided annotation and dynamic diagrams. Build interpretation of curve behaviour by mapping function features (symmetry, maxima) to angle relationships. SEND/EAL Support Provide dual-coded polar grids, structured substitution templates, and sentence scaffolds for curve description. Stretch...",
Year 13 FM,FM FP1/FP2,y13_fmfp12_098,Lent,L5A,1-5 Feb 2027,A,11,FP2.8 Polar Coordinates,2/8,FP2.8 Polar Coordinates teaching and practice,core,"Differentiation Scaffolding: Model polar-Cartesian conversion using guided annotation and dynamic diagrams. Build interpretation of curve behaviour by mapping function features (symmetry, maxima) to angle relationships. SEND/EAL Support Provide dual-coded polar grids, structured substitution templates, and sentence scaffolds for curve description. Stretch...",
Year 13 FM,FM FP1/FP2,y13_fmfp12_099,Lent,L5A,1-5 Feb 2027,A,11,FP2.8 Polar Coordinates,3/8,FP2.8.2 Sketching Curves,core,"Differentiation Scaffolding: Model polar-Cartesian conversion using guided annotation and dynamic diagrams. Build interpretation of curve behaviour by mapping function features (symmetry, maxima) to angle relationships. SEND/EAL Support Provide dual-coded polar grids, structured substitution templates, and sentence scaffolds for curve description. Stretch...",
Year 13 FM,FM FP1/FP2,y13_fmfp12_100,Lent,L6B,8-12 Feb 2027,B,11,FP2.8 Polar Coordinates,4/8,FP2.8 Polar Coordinates teaching and practice,core,"Differentiation Scaffolding: Model polar-Cartesian conversion using guided annotation and dynamic diagrams. Build interpretation of curve behaviour by mapping function features (symmetry, maxima) to angle relationships. SEND/EAL Support Provide dual-coded polar grids, structured substitution templates, and sentence scaffolds for curve description. Stretch...",Final week before Lent half-term. Year 13 PTC Wed 10 Feb. Avoid starting a new unit.
Year 13 FM,FM FP1/FP2,y13_fmfp12_101,Lent,L6B,8-12 Feb 2027,B,11,FP2.8 Polar Coordinates,5/8,FP2.8.3 Area Enclosed by a Polar Curve,core,"Differentiation Scaffolding: Model polar-Cartesian conversion using guided annotation and dynamic diagrams. Build interpretation of curve behaviour by mapping function features (symmetry, maxima) to angle relationships. SEND/EAL Support Provide dual-coded polar grids, structured substitution templates, and sentence scaffolds for curve description. Stretch...",
Year 13 FM,FM FP1/FP2,y13_fmfp12_102,Lent,L6B,8-12 Feb 2027,B,11,FP2.8 Polar Coordinates,6/8,FP2.8 Polar Coordinates teaching and practice,core,"Differentiation Scaffolding: Model polar-Cartesian conversion using guided annotation and dynamic diagrams. Build interpretation of curve behaviour by mapping function features (symmetry, maxima) to angle relationships. SEND/EAL Support Provide dual-coded polar grids, structured substitution templates, and sentence scaffolds for curve description. Stretch...",
Year 13 FM,FM FP1/FP2,y13_fmfp12_103,Lent,L6B,8-12 Feb 2027,B,11,FP2.8 Polar Coordinates,7/8,FP2.8.4 Tangents to Polar Curves,core,"Differentiation Scaffolding: Model polar-Cartesian conversion using guided annotation and dynamic diagrams. Build interpretation of curve behaviour by mapping function features (symmetry, maxima) to angle relationships. SEND/EAL Support Provide dual-coded polar grids, structured substitution templates, and sentence scaffolds for curve description. Stretch...",
Year 13 FM,FM FP1/FP2,y13_fmfp12_104,Lent,L6B,8-12 Feb 2027,B,11,FP2.8 Polar Coordinates,★,Unit Test 11: FP2.8 Polar Coordinates,assessment,End-of-unit assessment. Use outcomes to identify gaps and set targeted practice before the next block.,
Year 13 FM,FM FP1/FP2,y13_fmfp12_105,Lent,L7A,22-26 Feb 2027,A,0,Cumulative review,1/6,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,Return after half-term. Year 11 mock week and Yr 7-9 Adventure Week; sixth-form teaching continues.
Year 13 FM,FM FP1/FP2,y13_fmfp12_106,Lent,L7A,22-26 Feb 2027,A,0,Cumulative review,2/6,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 13 FM,FM FP1/FP2,y13_fmfp12_107,Lent,L7A,22-26 Feb 2027,A,0,Cumulative review,3/6,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 13 FM,FM FP1/FP2,y13_fmfp12_108,Lent,L7A,22-26 Feb 2027,A,0,Cumulative review,4/6,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 13 FM,FM FP1/FP2,y13_fmfp12_109,Lent,L7A,22-26 Feb 2027,A,0,Cumulative review,5/6,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 13 FM,FM FP1/FP2,y13_fmfp12_110,Lent,L7A,22-26 Feb 2027,A,0,Cumulative review,6/6,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 13 FM,FM FP1/FP2,y13_fmfp12_111,Lent,L8B,1-5 Mar 2027,B,0,Cumulative review,1/5,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,Yr 7-10 and 12 IR3 opens. Year 11 and 13 Full Report 3 opens.
Year 13 FM,FM FP1/FP2,y13_fmfp12_112,Lent,L8B,1-5 Mar 2027,B,0,Cumulative review,2/5,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 13 FM,FM FP1/FP2,y13_fmfp12_113,Lent,L8B,1-5 Mar 2027,B,0,Cumulative review,3/5,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 13 FM,FM FP1/FP2,y13_fmfp12_114,Lent,L8B,1-5 Mar 2027,B,0,Cumulative review,4/5,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 13 FM,FM FP1/FP2,y13_fmfp12_115,Lent,L8B,1-5 Mar 2027,B,0,Cumulative review,5/5,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 13 FM,FM FP1/FP2,y13_fmfp12_116,Lent,L9A,8-12 Mar 2027,A,0,Cumulative review,1/6,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,IR3 and full report checking window. Use for final content and consolidation.
Year 13 FM,FM FP1/FP2,y13_fmfp12_117,Lent,L9A,8-12 Mar 2027,A,0,Cumulative review,2/6,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 13 FM,FM FP1/FP2,y13_fmfp12_118,Lent,L9A,8-12 Mar 2027,A,0,Cumulative review,3/6,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 13 FM,FM FP1/FP2,y13_fmfp12_119,Lent,L9A,8-12 Mar 2027,A,0,Cumulative review,4/6,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 13 FM,FM FP1/FP2,y13_fmfp12_120,Lent,L9A,8-12 Mar 2027,A,0,Cumulative review,5/6,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 13 FM,FM FP1/FP2,y13_fmfp12_121,Lent,L9A,8-12 Mar 2027,A,0,Cumulative review,6/6,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 13 FM,FM FP1/FP2,y13_fmfp12_122,Lent,L10B,15-19 Mar 2027,B,0,Cumulative review,1/5,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,Target deadline for first teaching: finish all examinable content by Fri 19 Mar.
Year 13 FM,FM FP1/FP2,y13_fmfp12_123,Lent,L10B,15-19 Mar 2027,B,0,Cumulative review,2/5,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 13 FM,FM FP1/FP2,y13_fmfp12_124,Lent,L10B,15-19 Mar 2027,B,0,Cumulative review,3/5,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 13 FM,FM FP1/FP2,y13_fmfp12_125,Lent,L10B,15-19 Mar 2027,B,0,Cumulative review,4/5,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 13 FM,FM FP1/FP2,y13_fmfp12_126,Lent,L10B,15-19 Mar 2027,B,0,Cumulative review,5/5,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,
Year 13 FM,FM FP1/FP2,y13_fmfp12_127,Lent,L11A,22-26 Mar 2027,A,0,Past papers,1/6,Timed past-paper practice and correction,cse,"Complete timed questions, self-mark against mark schemes, and correct common errors.",Protected past-paper practice week. No new first teaching.
Year 13 FM,FM FP1/FP2,y13_fmfp12_128,Lent,L11A,22-26 Mar 2027,A,0,Past papers,2/6,Timed past-paper practice and correction,cse,"Complete timed questions, self-mark against mark schemes, and correct common errors.",
Year 13 FM,FM FP1/FP2,y13_fmfp12_129,Lent,L11A,22-26 Mar 2027,A,0,Past papers,3/6,Timed past-paper practice and correction,cse,"Complete timed questions, self-mark against mark schemes, and correct common errors.",
Year 13 FM,FM FP1/FP2,y13_fmfp12_130,Lent,L11A,22-26 Mar 2027,A,0,Past papers,4/6,Timed past-paper practice and correction,cse,"Complete timed questions, self-mark against mark schemes, and correct common errors.",
Year 13 FM,FM FP1/FP2,y13_fmfp12_131,Lent,L11A,22-26 Mar 2027,A,0,Past papers,5/6,Timed past-paper practice and correction,cse,"Complete timed questions, self-mark against mark schemes, and correct common errors.",
Year 13 FM,FM FP1/FP2,y13_fmfp12_132,Lent,L11A,22-26 Mar 2027,A,0,Past papers,6/6,Timed past-paper practice and correction,cse,"Complete timed questions, self-mark against mark schemes, and correct common errors.",
Year 13 FM,FM FP1/FP2,y13_fmfp12_133,Lent,L12B,29 Mar-2 Apr 2027,B,0,Past papers,1/5,Timed past-paper practice and correction,cse,"Complete timed questions, self-mark against mark schemes, and correct common errors.",Protected past-paper practice week and end of Lent. No new first teaching.
Year 13 FM,FM FP1/FP2,y13_fmfp12_134,Lent,L12B,29 Mar-2 Apr 2027,B,0,Past papers,2/5,Timed past-paper practice and correction,cse,"Complete timed questions, self-mark against mark schemes, and correct common errors.",
Year 13 FM,FM FP1/FP2,y13_fmfp12_135,Lent,L12B,29 Mar-2 Apr 2027,B,0,Past papers,3/5,Timed past-paper practice and correction,cse,"Complete timed questions, self-mark against mark schemes, and correct common errors.",
Year 13 FM,FM FP1/FP2,y13_fmfp12_136,Lent,L12B,29 Mar-2 Apr 2027,B,0,Past papers,4/5,Timed past-paper practice and correction,cse,"Complete timed questions, self-mark against mark schemes, and correct common errors.",
Year 13 FM,FM FP1/FP2,y13_fmfp12_137,Lent,L12B,29 Mar-2 Apr 2027,B,0,Past papers,5/5,Timed past-paper practice and correction,cse,"Complete timed questions, self-mark against mark schemes, and correct common errors.",
Year 13 FM,FM FP1/FP2,y13_fmfp12_138,Summer,S1A,19-23 Apr 2027,A,0,Summer Term,,"Revision, intervention, study leave or exams",cse,No planned first teaching. Use if students are present for exam readiness.,"Summer term starts. Revision, intervention, exam practice and study leave only."
Year 13 FM,FM FP1/FP2,y13_fmfp12_139,Summer,S2B,26-30 Apr 2027,B,0,Summer Term,,"Revision, intervention, study leave or exams",cse,No planned first teaching. Use if students are present for exam readiness.,"Revision, intervention, exam practice and study leave."
Year 13 FM,FM FP1/FP2,y13_fmfp12_140,Summer,S3A,3-7 May 2027,A,0,Summer Term,,"Revision, intervention, study leave or exams",cse,No planned first teaching. Use if students are present for exam readiness.,"National holiday Tue 4 May. Revision, intervention, exam practice and study leave."
Year 13 FM,FM FP1/FP2,y13_fmfp12_141,Summer,S4B,10-14 May 2027,B,0,Summer Term,,"Revision, intervention, study leave or exams",cse,No planned first teaching. Use if students are present for exam readiness.,"Revision, intervention, exam practice and study leave."
Year 13 FM,FM FP1/FP2,y13_fmfp12_142,Summer,S5A,17-21 May 2027,A,0,Summer Term,,"Revision, intervention, study leave or exams",cse,No planned first teaching. Use if students are present for exam readiness.,"Revision, intervention, exam practice and study leave."
Year 13 FM,FM FP1/FP2,y13_fmfp12_143,Summer,S6B,24-28 May 2027,B,0,Summer Term,,"Revision, intervention, study leave or exams",cse,No planned first teaching. Use if students are present for exam readiness.,"Revision, intervention, exam practice and study leave."
Year 13 FM,FM FP1/FP2,y13_fmfp12_144,Summer,S7A,31 May-4 Jun 2027,A,0,Summer Term,,"Revision, intervention, study leave or exams",cse,No planned first teaching. Use if students are present for exam readiness.,National holidays Thu 3 and Fri 4 Jun. Exams/study leave.
Year 13 FM,FM FP1/FP2,y13_fmfp12_145,Summer,S8B,7-11 Jun 2027,B,0,Summer Term,,"Revision, intervention, study leave or exams",cse,No planned first teaching. Use if students are present for exam readiness.,Exams/study leave.
Year 13 FM,FM FP1/FP2,y13_fmfp12_146,Summer,S9A,14-18 Jun 2027,A,0,Summer Term,,"Revision, intervention, study leave or exams",cse,No planned first teaching. Use if students are present for exam readiness.,Exams/study leave.
Year 13 FM,FM FP1/FP2,y13_fmfp12_147,Summer,S10B,21-25 Jun 2027,B,0,Summer Term,,"Revision, intervention, study leave or exams",cse,No planned first teaching. Use if students are present for exam readiness.,Exams/study leave.
Year 13 FM,FM FP1/FP2,y13_fmfp12_148,Summer,S11A,28-30 Jun 2027,A,0,Summer Term,,"Revision, intervention, study leave or exams",cse,No planned first teaching. Use if students are present for exam readiness.,Final week usually off timetable. No required teaching.
Year 13 FM,FM S2/S3,y13_fms23_001,Michaelmas,M1A,24-28 Aug 2026,A,0,Start of Year,1/1,"Induction, routines, course overview and diagnostic",flex,"Set expectations, confirm calculator and folder systems, review exam-board structure and diagnose prerequisite gaps.","Induction, routines and diagnostics. Welcome day Wed 26 Aug. No formal first teaching."
Year 13 FM,FM S2/S3,y13_fms23_002,Michaelmas,M2B,31 Aug-4 Sep 2026,B,1,S2.1 Binomial Distributions,1/4,S2.1.1 The Binomial Distribution,core,"Define and interpret the binomial distribution B(n, p). Calculate probabilities for given n and p, using or without tables/calculators.; Calculate and interpret cumulative binomial probabilities using tables or calculators. Apply to contextual problems.","Formal teaching starts. Yr 7, 10 and 12 CAT4 testing Wed 2 Sep."
Year 13 FM,FM S2/S3,y13_fms23_003,Michaelmas,M3A,7-11 Sep 2026,A,1,S2.1 Binomial Distributions,2/4,S2.1.2 Cumulative Probabilities,core,"Define and interpret the binomial distribution B(n, p). Calculate probabilities for given n and p, using or without tables/calculators.; Calculate and interpret cumulative binomial probabilities using tables or calculators. Apply to contextual problems.",Exeter 1. External exam review documentation due.
Year 13 FM,FM S2/S3,y13_fms23_004,Michaelmas,M3A,7-11 Sep 2026,A,1,S2.1 Binomial Distributions,3/4,S2.1.3 Mean and Variance of the Binomial Distribution,core,"Define and interpret the binomial distribution B(n, p). Calculate probabilities for given n and p, using or without tables/calculators.; Calculate and interpret cumulative binomial probabilities using tables or calculators. Apply to contextual problems.",
Year 13 FM,FM S2/S3,y13_fms23_005,Michaelmas,M4B,14-18 Sep 2026,B,1,S2.1 Binomial Distributions,★,Unit Test 1: S2.1 Binomial Distributions,assessment,End-of-unit assessment. Use outcomes to identify gaps and set targeted practice before the next block.,Year 7 Tutor and Teacher PTC Wed 16 Sep.
Year 13 FM,FM S2/S3,y13_fms23_006,Michaelmas,M5A,21-25 Sep 2026,A,2,S2.2 Poisson Distributions,1/4,S2.2.1 The Poisson Distribution,core,"Define and use the Poisson distribution with rate parameter λ. Model discrete random events over time or space.; Identify appropriate situations for Poisson modelling and interpret assumptions (independence, constant rate).",Yr 7-13 Interim Report 0 opens Thu 25 Sep.
Year 13 FM,FM S2/S3,y13_fms23_007,Michaelmas,M5A,21-25 Sep 2026,A,2,S2.2 Poisson Distributions,2/4,S2.2.2 Modelling with the Poisson Distribution + S2.2.3 Adding Poisson Distributions,core,"Define and use the Poisson distribution with rate parameter λ. Model discrete random events over time or space.; Identify appropriate situations for Poisson modelling and interpret assumptions (independence, constant rate).",
Year 13 FM,FM S2/S3,y13_fms23_008,Michaelmas,M6B,28 Sep-2 Oct 2026,B,2,S2.2 Poisson Distributions,3/4,S2.2.4 Mean and Variance of a Poisson Distribution,core,"Define and use the Poisson distribution with rate parameter λ. Model discrete random events over time or space.; Identify appropriate situations for Poisson modelling and interpret assumptions (independence, constant rate).",Year 12 progress check. Department SEF and DIP due.
